CNN,CODE,CNN_1,STREET1,STREET2,DETECTION,STREET3,SUP_DIST,STREET4,VEH_ACTUAT,PED_SIGNAL,PED_ACTUAT,TBC,PREEMPT_PR,D_ATE2070,PROJECT_NE,PROJECT_OL,UPGRADED,YR_OF_CONT,LAST_UPGRA,NEW_SIGNAL,MOD_PROJEC,FULL_UPGRA,BEACON_FLA,FUNDING,RLCAM,STARTYEAR,CALTRANS_R,CALTRANS,PERCENT_C,SF,PERCENT_SF,PERCENT_PO,APS,shape,SF Find Neighborhoods 2,Current Police Districts 2,Current Supervisor Districts 2,Analysis Neighborhoods 2,Neighborhoods
26065000,,26065000,GOLDEN GATE,SCOTT,,,5,,,ALL,,GPS,,,Western Addition Phase 1,CT 31,MOD AFTER MOD PENDING,,0,NONE,PENDING,NONE,NONE,,,1955,,,0,,0,0,PENDING,POINT (-122.436874 37.778934),97,4,11,39,97
23179000,,23179000,17TH AVE,TARAVAL,,,7,,,FUTURE,,GPS,,,TARAVEL,,NEW FUTURE,,0,FUTURE,NONE,NONE,NONE,,,0,,,0,,0,0,,POINT (-122.47354 37.743137),46,10,8,41,46
26542000,,26542000,GOUGH,SACRAMENTO,OPTICOM,,2,,,ALL,,GPS,FIRE PREEMPT,,,PCS 1,FULL DONE,,0,NONE,NONE,DONE,NONE,SALES TAX,,1973,,,0,,0,0,,POINT (-122.42579 37.79087),102,4,6,30,102
24778000,,24778000,JACKSON,KEARNY,OPTICOM,,3,,,ALL,,GPS,FIRE PREEMPT,,,Kearny Paving,,,0,NONE,NONE,NONE,NONE,SALES TAX,,1973,,,0,,0,0,,POINT (-122.40513 37.796207),104,6,3,6,104
23929000,,23929000,07TH ST,HARRISON,OPTICOM,US I-80 ON RAMP,6,,,ALL,,GPS,TSP;FIRE PREEMPT,,,,FULL DONE,,1999,NONE,NONE,DONE,NONE,FEDS,,1954,80(a),,20,X,80,0,APS ENAV 2WIRE CALTRANS (8),POINT (-122.40628 37.77551),32,1,10,34,32
25999000,,25999000,HAIGHT,PIERCE,OPTICOM,,5,,,ALL,,GPS,TSP;FIRE PREEMPT,,Muni Forward 7 Haight,,NEW DONE,21-Jan,2021,DONE,NONE,NONE,NONE,SFMTA Bond,,2021,,,0,,0,0,,POINT (-122.43372 37.771683),26,4,11,3,26
24527000,,24527000,FREMONT,HOWARD,,,6,,,ALL,,GPS,,,,HOWARD,FULL DONE,,1999,NONE,NONE,DONE,NONE,SALES TAX,,1957,,,0,,0,0,APS_4WIRE_ARRA (8),POINT (-122.395134 37.78923),32,1,10,8,32
27289000,,27289000,09TH AVE,GEARY,OPTICOM,,1,,,ALL,,GPS,TSP;FIRE PREEMPT,,Geary BRT Phase 2 (unfunded),MID GEARY,FULL DONE,1-Oct,2004,NONE,NONE,DONE,NONE,SALES TAX,,1958,,,0,,0,0,,POINT (-122.467476 37.780876),5,8,4,11,5
20493000,,20493000,03RD ST,ARMSTRONG,VETAG,,10,,VIDEO,ALL,YES,GPS,TSP;HEAVY RAIL PREEMPT,,,3RDLRP,NEW DONE,1-Oct,2005,DONE,NONE,NONE,NONE,MUNI,,2005,,,0,,0,0,,POINT (-122.393555 37.726974),86,2,9,1,86
25145000,,25145000,HYDE,O'FARRELL,OPTICOM,,6,,,ALL,,GPS,TSP;FIRE PREEMPT,,,TENDERLOIN,FULL DONE,2-Jan,0,NONE,NONE,DONE,NONE,SALES TAX,,1957,,,0,,0,0,,POINT (-122.416245 37.78537),20,5,10,36,20
9096000,,9096000,MISSION,MIDBLOCK AT,OPTICOM,04TH ST,6,05TH ST,,ALL,YES,GPS,TSP;FIRE PREEMPT,,,CT 22,FULL DONE,,1996,NONE,NONE,DONE,NONE,SALES TAX,,1996,,,0,,0,0,,POINT (-122.40533 37.78358),32,1,10,34,32
23550000,,23550000,03RD ST,24TH ST,VETAG,,10,,VIDEO,ALL,YES,GPS,TSP,,,3RDLRP,NEW DONE,1-Oct,2005,DONE,NONE,NONE,NONE,MUNI,,2005,,,0,,0,0,,POINT (-122.38786 37.75411),56,2,9,26,56
26700000,,26700000,CHESTNUT,FRANKLIN,,,2,,,ALL,,GPS,,,,Franklin Upgrade,FULL DONE,,0,NONE,NONE,DONE,NONE,SALES TAX,,1953,,,0,,0,0,,POINT (-122.42636 37.802067),17,4,6,13,17
10613201,,10613201,PORTOLA,MIDBLOCK AT,,GLENVIEW,8,TWIN PEAKS,,n.a.,,GPS,,,,,B&F,,0,NONE,NONE,NONE,DONE,,,0,,,0,,0,0,,POINT (-122.44934 37.746048),96,9,5,10,96
24326000,,24326000,GOLDEN GATE,JONES,OPTICOM,,6,,,ALL,,GPS,FIRE PREEMPT,,BETTER MARKET,TENDERLOIN,MOD FUTURE AFTER FULL DONE,2-Jan,0,NONE,FUTURE,DONE,NONE,SALES TAX,,1955,,,0,,0,0,,POINT (-122.41221 37.782066),20,5,10,36,20
20239000,,20239000,03RD ST,EVANS,VETAG,,10,,VIDEO,ALL,YES,GPS,TSP,,Signal Visibility Upgrades Ph 1,3RDLRP,MOD AFTER FULL PENDING,1-Oct,2006,NONE,PENDING,DONE,NONE,MUNI,,1948,,,0,,0,0,APS_2WIRE_PH1 (11),POINT (-122.38792 37.7427),76,2,9,1,76
24145000,,24145000,19TH ST,MISSION,OPTICOM,,9,,,ALL,,GPS,TSP;FIRE PREEMPT,,,MID MISSION,FULL DONE,,2007,NONE,NONE,DONE,NONE,,,1953,,,0,,0,0,,POINT (-122.41919 37.76023),53,3,2,20,53
26705000,,26705000,BAY,VAN NESS,,,2,,,ALL,,GPS,,,VAN NESS BRT,BAY/NORTH POINT,FULL DONE,Apr-96,1997,NONE,NONE,DONE,NONE,FED/SALES TAX,,1948,,,0,,0,0,PENDING,POINT (-122.425095 37.804142),107,6,6,32,107
26611000,,26611000,CALIFORNIA,FILLMORE,OPTICOM,,2,,,ALL,,GPS,TSP;FIRE PREEMPT,,,,NONE,,0,,,,,,,1956,,,0,,0,0,,POINT (-122.43382 37.788902),102,4,6,30,102
24583000,,24583000,03RD ST,FOLSOM,OPTICOM,,6,,,ALL,,GPS,TSP;FIRE PREEMPT,,,FOLSOM,FULL DONE,,1999,NONE,NONE,DONE,NONE,SALES TAX,,1956,,,0,,0,0,,POINT (-122.39892 37.78378),32,1,10,8,32
32904000,,32904000,GREAT HWY,SLOAT,,,4;7,,WIRELESS&LOOPS,ALL,YES,GPS,,,,CT 26,MOD DONE,Jul-00,0,NONE,DONE,NONE,NONE,SALES TAX,,1974,,,0,,0,0,,POINT (-122.50671 37.735466),43,10,8,16,43
21359000,,21359000,CARTER,GENEVA,OPTICOM,WALBRIDGE,11,,WIRELESS,ALL,YES,GPS,TSP;FIRE PREEMPT,,,,NONE,,0,,,,,,,1987,,,0,,0,0,,POINT (-122.42334 37.709248),74,9,9,40,74
25727000,,25727000,15TH ST,CHURCH,OVERHEAD CONTACT PAN/OPTICOM,,8,,,ALL,,GPS,FIRE PREEMPT;TRANSIT PREEMPT,,,CT 22,FULL DONE,,1996,NONE,NONE,DONE,NONE,SALES TAX,,1972,,,0,,0,0,,POINT (-122.4288 37.766125),37,3,5,5,37
26519000,,26519000,LAGUNA,SUTTER,OPTICOM,,5,,,PENDING,,GPS,TSP;FIRE PREEMPT,,Western Addition Phase 1,,FULL PENDING,,0,NONE,NONE,PENDING,NONE,,,1971,,,0,,0,0,PENDING,POINT (-122.42832 37.78671),101,4,11,15,101
30734000,,30734000,02ND ST,MARKET,OPTICOM,,3;6,,,ALL,,GPS,FIRE PREEMPT,,BETTER MARKET,,FULL FUTURE,,0,NONE,NONE,FUTURE,NONE,,,1959,,,0,,0,0,APS_4WIRE_MARKET (6),POINT (-122.40136 37.78926),108,6,10,8,108
22245000,,22245000,GENNESSEE,MONTEREY,,,7,,,SOME PHASES,,GPS,,,,,NONE,,0,,,,,,,1972,,,0,,0,0,,POINT (-122.45113 37.731533),95,9,8,41,95
26396000,,26396000,EWING,MASONIC,,,1;2,,WIRELESS,ALL,YES,GPS,,,,CT 33,NEW DONE,,2014,DONE,,,,,,2014,,,0,,0,0,APS ENAV 2WIRE CT33 (6),POINT (-122.44734 37.780148),13,7,6,18,13
27213000,,27213000,ARGUELLO,BALBOA,,TURK,1,,,ALL,,GPS,,,,ARGUELLO,FULL DONE,,0,NONE,NONE,DONE,NONE,,,1969,,,0,,0,0,APS iNAV 2WIRE ARGUELLO (8),POINT (-122.458565 37.77725),12,8,4,18,12
24466000,,24466000,MCALLISTER,VAN NESS,,,5;6,,,ALL,,GPS,,,VAN NESS BRT,CT 26,FULL AFTER MOD PENDING,Jul-00,0,,DONE,,,FED/SALES TAX,,9999,101(b),,50,X,50,0,APS_4WIRE_PH2 (8),POINT (-122.420235 37.78007),21,4,10,36,21
26419000,,26419000,COLE,OAK,,,5,,,ALL,,GPS,,,,HES,FULL DONE,Jul-00,0,NONE,NONE,DONE,NONE,SALES TAX,,1955,,,0,,0,0,APS_4WIRE_PH2 (6),POINT (-122.450584 37.771454),24,7,11,3,24
26344000,,26344000,MASONIC,PAGE,,,5,,,ALL,,GPS,,,CT 35,Various Locations Pole and Conduit,FULL PENDING,,0,NONE,NONE,PENDING,NONE,SALES TAX,,1971,,,0,,0,0,,POINT (-122.44552 37.771137),25,7,11,3,25
22755000,,22755000,CERRITOS,OCEAN,,WESTGATE,7,,,ALL,,GPS,,,,OCEAN,NEW DONE,1-Jan,2002,,,,,SALES TAX,,2002,,,0,,0,0,,POINT (-122.46667 37.727234),68,10,8,41,68
24437000,,24437000,GROVE,POLK,,,6,,,ALL,,GPS,,,,TENDERLOIN,FULL DONE,2-Jan,0,NONE,NONE,DONE,NONE,SALES TAX,,1948,,,0,,0,0,APS_4WIRE_PH1 (8),POINT (-122.41821 37.778484),21,4,10,36,21
27290000,,27290000,08TH AVE,CLEMENT,,,1,,,ALL,,GPS,,,,CT 51,NEW DONE,,1999,DONE,NONE,NONE,NONE,SALES TAX,,1999,,,0,,0,0,,POINT (-122.46655 37.782845),5,8,4,11,5
33722000,,33722000,PLYMOUTH,SAGAMORE,,SAN JOSE,11,SICKLES,,ALL,,GPS,,,Signal Visibility Upgrades Ph 2,CT 33; CT 31,MOD AFTER FULL FUTURE,2001,0,NONE,FUTURE,DONE,,SALES TAX,,1979,280,,50,X,50,0,PENDING,POINT (-122.45558 37.71147),81,10,1,24,81
26475000,,26475000,FULTON,STANYAN,,,1,,,ALL,,GPS,,,,,NONE,,0,,,,,,,1950,,,0,,0,0,,POINT (-122.454666 37.77475),12,7,4,18,12
23958000,,23958000,24TH ST,BRYANT,,,9,,,ALL,,GPS,,,,CT 31,MOD DONE,,0,,DONE,,,,,1953,,,0,,0,0,,POINT (-122.40912 37.752792),53,3,2,20,53
24324000,,24324000,LEAVENWORTH,MCALLISTER,,,6,,,ALL,,GPS,,,,,NONE,,0,,,,,,,1969,,,0,,0,0,APS_4WIRE_PH2 (6),POINT (-122.413666 37.780922),21,5,10,36,21
21769000,,21769000,BRAZIL,MISSION,OPTICOM,NORTON,11,,,ALL,,GPS,TSP;FIRE PREEMPT,,,PCS 3; MISSION IV,FULL DONE,,0,NONE,NONE,DONE,NONE,,,1976,,,0,,0,0,,POINT (-122.434784 37.724678),90,9,1,7,90
52261000,,52261000,GENEVA,US I-280 OFF RAMP,,,10;11,,,ALL,,GPS,,,,CT 15,CALTRANS,,0,,,,,,,1976,280,X,50,,50,0,PENDING,POINT (-122.44774 37.72115),80,9,1,28,80
23570000,,23570000,03RD ST,18TH ST,VETAG/OPTICOM,,10,,VIDEO,ALL,YES,GPS,TSP;FIRE PREEMPT,,,3RDLRP,FULL DONE,1-Oct,2004,NONE,NONE,DONE,NONE,MUNI,,1949,,,0,,0,0,,POINT (-122.388725 37.763042),55,2,9,26,55
26685000,,26685000,FILBERT,VAN NESS,,,2,,,PENDING,,GPS,,,VAN NESS BRT,,FULL PENDING,,0,NONE,NONE,PENDING,NONE,FED/SALES TAX,,1948,101(b),,50,X,50,0,PENDING,POINT (-122.42416 37.79948),107,4,6,32,107
24741000,,24741000,BUSH,GRANT,,,3,,,ALL,,GPS,,,,BUSH,FULL DONE,1-Oct,2004,NONE,NONE,DONE,NONE,SALES TAX,,1949,,,0,,0,0,,POINT (-122.40556 37.79056),19,6,3,8,19
24694000,,24694000,BATTERY,CLAY,OPTICOM,,3,,,ALL,,GPS,TSP;FIRE PREEMPT,,,,NONE,,0,,,,,,,1967,,,0,,0,0,,POINT (-122.400314 37.79501),108,6,3,8,108
25962000,,25962000,LAGUNA,TURK,,,5,,,ALL,,GPS,,,Western Addition Phase 1,Various Locations Pole and Conduit,MOD AFTER MOD PENDING,,0,NONE,DONE,PENDING,NONE,,,1955,,,0,,0,0,PENDING,POINT (-122.42719 37.781113),100,4,11,39,100
24768000,,24768000,BROADWAY,MONTGOMERY,,,3,,,ALL,,GPS,,,,CT 33; Broadway Streetscape - Phase I,MOD AFTER FULL DONE,,0,,DONE,DONE,,SALES TAX,,1962,,,0,,0,0,,POINT (-122.40385 37.798218),106,6,3,23,106
24733000,,24733000,KEARNY,SACRAMENTO,OPTICOM,,3,,,ALL,,GPS,TSP;FIRE PREEMPT,,Signal Visibility Upgrades Ph 2,Kearny Paving,MOD FUTURE,,0,NONE,FUTURE,NONE,NONE,SALES TAX,,1967,,,0,,0,0,,POINT (-122.4046 37.79356),108,6,3,8,108
32977000,,32977000,CORBETT,MARKET,,PORTOLA,8,,,SOME PHASES,,GPS,,,Signal Visibility Upgrades Ph 1,,MOD PENDING,,0,NONE,PENDING,NONE,NONE,,,1985,,,0,,0,0,,POINT (-122.44334 37.750076),51,3,5,22,51
22285000,,22285000,MALTA,O'SHAUGHNESSY,,,7;8,,,N.A.,YES,GPS,,,,CT 63,BEACON DONE,,0,NONE,NONE,NONE,DONE,SALES TAX,,2017,,,0,,0,0,,POINT (-122.44359 37.736496),96,9,5,10,96
50081000,,50081000,8TH ST,I-80 W OFF-RAMP,,,,,,n.a.,,GPS,,,CT 36,,BEACON FUTURE,,0,NONE,NONE,NONE,FUTURE,,,0,,,0,,0,0,,POINT (-122.40776 37.773163),32,1,10,34,32
24774000,,24774000,KEARNY,WASHINGTON,OPTICOM,,3,,,ALL,,GPS,TSP;FIRE PREEMPT,,,Kearny Paving,,,0,NONE,NONE,NONE,NONE,SALES TAX,,1967,,,0,,0,0,,POINT (-122.404945 37.795322),104,6,3,6,104
21485000,,21485000,MISSION,NIAGARA,OPTICOM,POPE,11,ROLPH,WIRELESS,ALL,YES,GPS,TSP;FIRE PREEMPT,,,WALK FIRST NEW SIGNALS,NEW DONE,,2018,DONE,NONE,NONE,NONE,SFMTA PROP-A,,2018,,,0,,0,0,APS 2WIRE WF NEW (12),POINT (-122.44168 37.71557),58,9,1,7,58
10390000,,10390000,PHELAN,MIDBLOCK AT,,CLOUD CIRCLE,7,,VIDEO,ALL,YES,GPS,,,,,NEW DONE,4-Dec,0,DONE,NONE,NONE,NONE,CITY COLLEGE,,2004,,,0,,0,0,APS_4WIRE_PH1 (6),POINT (-122.45235 37.72571),95,9,8,41,95
7832201,,7832201,KING,MIDBLOCK AT,VETAG,02ND ST,6,03RD ST,,ALL,YES,GPS,TSP,,,S EMB,NEW DONE,,1994,,,,,FEDS,,1997,,,0,,0,0,,POINT (-122.3906 37.77904),31,1,10,4,31
26002000,,26002000,OAK,PIERCE,,,5,,,ALL,,GPS,,,,HES,FULL DONE,Jul-00,0,NONE,NONE,DONE,NONE,SALES TAX,,1955,,,0,,0,0,,POINT (-122.4341 37.773544),26,4,11,3,26
23825000,,23825000,LUSK,TOWNSEND,,,6,,VIDEO,ALL,YES,GPS,,,,BRANNAN/TOWNSEND,FULL DONE,1-Jan,2005,,,,,FEDS,,2005,,,0,,0,0,,POINT (-122.393845 37.777973),34,1,10,4,34
27542000,,27542000,24TH AVE,GEARY,OPTICOM,,1,,,ALL,,GPS,TSP;FIRE PREEMPT,,Geary BRT Phase 2 (unfunded),MUNI MR-1139,FULL AFTER MOD FUTURE,,0,NONE,DONE,DONE,NONE,,,1958,,,0,,0,0,,POINT (-122.48365 37.78014),8,8,4,29,8
24913000,,24913000,MASON,O'FARRELL,OPTICOM,,3;6,,,ALL,,GPS,TSP;FIRE PREEMPT,,,,NONE,,0,,,,,,,1957,,,0,,0,0,,POINT (-122.40967 37.786198),19,5,10,36,19
25197000,,25197000,GEARY,VAN NESS,OPTICOM,,5;6,,,ALL,,GPS,TSP;FIRE PREEMPT,,VAN NESS BRT,CT 22,FULL PENDING,,1996,NONE,DONE,PENDING,NONE,FED/SALES TAX,,1948,101(b),,50,X,50,0,PENDING,POINT (-122.42138 37.785683),20,4,10,36,20
24532000,,24532000,01ST ST,HOWARD,,,6,,,ALL,,GPS,,,,HOWARD,FULL DONE,,1999,NONE,NONE,DONE,NONE,SALES TAX,,1957,,,0,,0,0,,POINT (-122.39602 37.788532),32,1,10,8,32
26826000,,26826000,BAKER,PINE,,,2,,,ALL,,GPS,,,,HES,FULL DONE,Oct-00,0,NONE,NONE,DONE,NONE,SALES TAX,,1949,,,0,,0,0,,POINT (-122.44355 37.786686),103,8,6,30,103
23205000,,23205000,19TH AVE,PACHECO,OPTICOM,,4;7,,WIRELESS&LOOPS,ALL,YES,GPS,TSP;FIRE PREEMPT,,,19th AVE PH 2,FULL DONE,8-Jan,2009,NONE,NONE,DONE,NONE,STATE/CITY,,1946,1(a),,50,X,50,0,PENDING,POINT (-122.47615 37.750507),44,10,8,14,44
26701000,,26701000,BAY,POLK,,,2,,,ALL,,GPS,,,,Polk Streetscape; BAY/NORTH POINT,MOD AFTER FULL DONE,Apr-96,1997,NONE,DONE,DONE,NONE,FED/SALES TAX,,1948,,,0,,0,0,APS ENAV 4WIRE POLK STSCAPE (8),POINT (-122.423454 37.80435),107,6,6,32,107
2692400,,2692400,COOK,GEARY,OPTICOM,,1;2,,,ALL,,GPS,TSP; FIRE PREEMPT,,Geary BRT Phase 1,,NEW DONE,21-Jan,2021,DONE,NONE,NONE,NONE,SFMTA PROP-A,,2021,,,0,,0,0,PENDING,POINT (-122.45213 37.78185),12,8,4,18,12
24063000,,24063000,24TH ST,SOUTH VAN NESS,,,9,,,ALL,,GPS,,,,Walk First PCS,FULL DONE,,0,NONE,NONE,DONE,NONE,SAFE ROUTES TO TRANSIT,,1954,,,0,,0,0,PENDING,POINT (-122.41625 37.75237),53,3,2,20,53
9170000,,9170000,MISSION,MIDBLOCK AT,,LEO,11,RUSSIA,,PENDING,,GPS,,,MISSION-GENEVA,,NEW PENDING,,0,PENDING,NONE,NONE,NONE,,,0,,,0,,0,0,PENDING,POINT (-122.43681 37.721992),90,9,1,7,90
34026000,,34026000,AVENUE C,CALIFORNIA AVE,,,6,,,PENDING,,GPS,,,TREASURE ISLAND,,NEW PENDING,,0,PENDING,NONE,NONE,NONE,DEVELOPER,,0,,,0,,0,0,,POINT (-122.37038 37.818184),36,1,10,37,36
33498000,,33498000,GLENVIEW,PORTOLA,,,8,,WIRELESS,ALL,YES,GPS,,,,CT 20,NONE,,0,,,,,,,1980,,,0,,0,0,PENDING,POINT (-122.44777 37.746433),57,9,5,10,57
21489000,,21489000,ALLISON,MISSION,OPTICOM,MOUNT VERNON,11,,WIRELESS&LOOPS,ALL,YES,GPS,FIRE PREEMPT,,MISSION IV,CT 48,FULL AFTER NEW FUTURE,,1998,DONE,NONE,FUTURE,NONE,BAAQMD/SALES TA,,1997,,,0,,0,0,,POINT (-122.44255 37.714657),58,9,1,7,58
26471000,,26471000,FULTON,PARKER,OPTICOM,SHRADER,1,,,ALL,,GPS,TSP;FIRE PREEMPT,,,CT 32,MOD DONE,,0,,DONE,,,,,1953,,,0,,0,0,APS ENAV 4WIRE USF (8),POINT (-122.4528 37.77499),12,7,4,18,12
27084000,,27084000,06TH AVE,IRVING,OVERHEAD CONTACT PAN,,5,,,PENDING,,GPS,TSP,,CT 35,,FULL PENDING,,0,NONE,NONE,PENDING,NONE,SALES TAX,,1970,,,0,,0,0,PENDING,POINT (-122.46309 37.76417),109,7,11,14,109
25003000,,25003000,PINE,POWELL,MECHANICAL,,3,,,SOME PHASES,,GPS,CABLE CAR PREEMPTION,,,PINE,FULL DONE,Oct-00,0,NONE,NONE,DONE,NONE,SALES TAX,,1949,,,0,,0,0,,POINT (-122.408966 37.791084),16,6,3,21,16
21142000,,21142000,ALABAMA,CESAR CHAVEZ,,,9,,,ALL,,GPS,,,,CT 55,NEW DONE,3-Jan,2005,DONE,NONE,NONE,NONE,SALES TAX,,2005,,,0,,0,0,,POINT (-122.41053 37.74831),60,3,2,2,60
26400000,,26400000,ANZA,MASONIC,,O'FARRELL,1;2,,WIRELESS,ALL,,GPS,,,,CT 33; CT 24,MOD AFTER FULL DONE,,1999,NONE,NONE,DONE,NONE,SALES TAX,,1950,,,0,,0,0,,POINT (-122.4475 37.781063),13,7,6,18,13
24334000,,24334000,GOLDEN GATE,LEAVENWORTH,,,6,,,ALL,,GPS,,,,,NONE,,0,,,,,,,1955,,,0,,0,0,,POINT (-122.41385 37.781857),20,5,10,36,20
27248000,,27248000,04TH AVE,GEARY,OPTICOM,,1,,,ALL,,GPS,TSP;FIRE PREEMPT,,Signal Visibility Upgrades Ph 2; Geary BRT Phase 2 (unfunded),MID GEARY,MOD AFTER NEW FUTURE,1-Oct,2004,DONE,FUTURE,NONE,NONE,SALES TAX,,2004,,,0,,0,0,,POINT (-122.46213 37.781105),5,8,4,11,5
50128000,,50128000,GREENWICH,TELEGRAPH HILL,,,3,,,n.a.,,GPS,,,,,MESSAGE SIGN,,0,,,,,,,1998,,,0,,0,0,,POINT (-122.40576 37.802773),18,6,3,23,18
23159000,,23159000,19TH AVE,VICENTE,OPTICOM,,4;7,,WIRELESS,ALL,YES,GPS,TSP;FIRE PREEMPT,,,19th Avenue APS; 19th AVE PH 1,FULL DONE,7-Aug,2008,NONE,NONE,DONE,NONE,STATE/CITY,,1946,1(a),,50,X,50,0,APS_ENAV 2WIRE_19thAV (8),POINT (-122.475395 37.73932),46,10,8,41,46
25149000,,25149000,ELLIS,LARKIN,,,6,,,ALL,,GPS,,,,PCS2010 BATCH 2,MOD DONE,,0,,DONE,,,,,1955,,,0,,0,0,,POINT (-122.417694 37.78423),20,5,10,36,20
27083000,,27083000,05TH AVE,IRVING,,,5,,,N.A.,YES,GPS,,,,Inner Sunset Streetscape,BEACON DONE,,0,NONE,NONE,NONE,DONE,,,2019,,,0,,0,0,,POINT (-122.46202 37.76422),109,7,11,14,109
25965000,,25965000,FILLMORE,FULTON,OPTICOM,,5,,,PENDING,,GPS,FIRE PREEMPT,,Western Addition Phase 1,Fillmore/Haight Installed Conduit,FULL PENDING,,0,NONE,NONE,PENDING,NONE,,,1956,,,0,,0,0,PENDING,POINT (-122.431564 37.777695),22,4,11,9,22
24139000,,24139000,17TH ST,SOUTH VAN NESS,,,9,,,ALL,,GPS,,,,SVN HSIP Phase 1,FULL DONE,,2017,NONE,NONE,DONE,NONE,FEDERAL,,1958,,,0,,0,0,APS ENAV 2WIRE SVN (8),POINT (-122.41732 37.763565),53,3,2,20,53
27537000,,27537000,21ST AVE,GEARY,OPTICOM,,1,,,ALL,,GPS,TSP;FIRE PREEMPT,,Geary BRT Phase 2 (unfunded),MUNI MR-1139,FULL AFTER MOD FUTURE,,0,NONE,DONE,DONE,NONE,,,1959,,,0,,0,0,,POINT (-122.48044 37.780273),8,8,4,29,8
24461000,,24461000,FRANKLIN,GROVE,,,5,,,ALL,,GPS,,,,Franklin Upgrade,FULL DONE,,0,NONE,DONE,DONE,NONE,SALES TAX,,9999,,,0,,0,0,APS ENAV 2WIRE FRANKLIN (8),POINT (-122.42151 37.778015),21,4,11,9,21
23890000,,23890000,06TH ST,BRANNAN,,US I-280 ON/OFF RAMPS,6,,,ALL,,GPS,,,,BRANNAN/TOWNSEND,FULL DONE,1-Jan,2002,NONE,NONE,DONE,NONE,FEDS,,1957,280,,25,X,75,0,PENDING,POINT (-122.40097 37.774803),32,1,10,4,32
34162000,,34162000,03RD ST,WARRIORS WAY,VETAG,,6,,VIDEO (GRIDSMART),ALL,YES,GPS,TSP;TRANSIT PREEMPT,,,3RDLRP,NEW DONE,1-Oct,2004,DONE,NONE,NONE,NONE,Muni,,2004,,,0,,0,0,APS_2WIRE_PH1 (8),POINT (-122.38923 37.768818),34,1,10,4,34
25959000,,25959000,GOLDEN GATE,LAGUNA,,,5,,,ALL,,GPS,,,Western Addition Phase 1,Various Locations Pole and Conduit,MOD AFTER MOD DONE,,0,NONE,DONE,PENDING,NONE,,,1955,,,0,,0,0,PENDING,POINT (-122.427 37.78019),97,4,11,39,97
26817000,,26817000,BRODERICK,PINE,,,2,,,ALL,,GPS,,,,HES,FULL DONE,Oct-00,0,NONE,NONE,DONE,NONE,SALES TAX,,1949,,,0,,0,0,,POINT (-122.4419 37.786896),103,8,6,30,103
26614000,,26614000,POST,STEINER,,,5,,,NONE,,GPS,,,,,NONE,,0,,,,,,,1957,,,0,,0,0,,POINT (-122.434715 37.78494),103,4,11,15,103
20500000,,20500000,03RD ST,SHAFTER,VETAG,,10,,,ALL,,GPS,TSP;ACTUATED TRANSIT PHASE,,,3RDLRP,NEW DONE,1-Oct,2005,DONE,NONE,NONE,NONE,MUNI,,2005,,,0,,0,0,APS_2WIRE_PH1 (8),POINT (-122.391785 37.73164),86,2,9,1,86
26631000,,26631000,PINE,STEINER,,,2;5,,,ALL,,GPS,,,,PINE,FULL DONE,Oct-00,0,NONE,NONE,DONE,NONE,SALES TAX,,1949,,,0,,0,0,,POINT (-122.43528 37.787735),103,4,11,30,103
25303000,,25303000,POLK,WASHINGTON,OPTICOM,,3,,,ALL,,GPS,FIRE PREEMPT,,,Polk HSIP,FULL DONE,,0,NONE,NONE,DONE,NONE,FEDERAL,,1980,,,0,,0,0,APS ENAV 2WIRE POLK (8),POINT (-122.42122 37.79325),105,4,3,32,105
27545000,,27545000,25TH AVE,BALBOA,,,1,,,ALL,,GPS,,,,PCS 3; 25th Ave,FULL DONE,16-Feb,2016,NONE,NONE,DONE,NONE,SALES TAX,,1959,,,0,,0,0,,POINT (-122.48444 37.7763),8,8,4,29,8
8747101,,8747101,MARKET,MIDBLOCK AT,,POWELL,3;6,,,ALL,,GPS,,,BETTER MARKET,,FULL FUTURE,,0,NONE,NONE,FUTURE,NONE,,,1953,,,0,,0,0,APS_4WIRE_PH1 (2),POINT (-122.407364 37.784523),32,5,10,34,32
20203000,,20203000,EVANS,MENDELL,,,10,,,NONE,,GPS,,,,,NONE,,0,NONE,NONE,NONE,NONE,,,1980,,,0,,0,0,,POINT (-122.38469 37.740894),76,2,9,1,76
26810000,,26810000,BUSH,DIVISADERO,,,2,,,ALL,,GPS,,,Signal Visibility Upgrades Ph 1,BUSH,MOD AFTER FULL PENDING,1-Oct,2004,NONE,PENDING,DONE,NONE,SALES TAX,YES,1949,,,0,,0,0,,POINT (-122.44005 37.786175),103,4,6,30,103
24936000,,24936000,ELLIS,JONES,,,6,,,ALL,,GPS,,,,,NONE,,0,,,,,CALTRANS,,1967,,,0,,0,0,,POINT (-122.412766 37.784863),20,5,10,36,20
23338000,,23338000,34TH AVE,CLEARFIELD,,SLOAT,4;7,,,ALL,,GPS,,,,,CALTRANS,,0,,,,,,,1968,35(b),X,50,,50,0,PENDING,POINT (-122.49133 37.734),43,10,8,35,43
23418000,,23418000,QUINTARA,SUNSET,,,4,,WIRELESS,ALL,YES,GPS,,,,CT 60,NEW DONE,,2012,DONE,NONE,NONE,NONE,,,2012,,,0,,0,0,APS ENAV 2WIRE SUNSET (10),POINT (-122.49483 37.74781),40,10,7,35,40
